"","agrp","rsex","ethnicgrpr","sexidr","rnssecgp_6","adj_imd_quintile","rwcasual","snnolov","snpres","snold","snsexdrv","snmedia","snearly","attconservative","dage1ch","disabil2","depscr","religimp","relstatr","total_wt"
"871",2,1,1,1,1,2,1,3,1,8,3,2,8,NA,-1,2,0,4,1,1.11911439468402
"872",2,2,1,1,2,2,3,2,2,2,2,2,2,0.110035483961571,-1,1,0,3,7,0.709022266266743
"873",6,2,1,1,7,3,1,2,2,4,4,2,2,-0.339634842528435,99,3,9,1,1,0.645679340757031
"874",2,2,1,1,5,2,1,3,3,3,3,3,2,-0.285076008594304,24,1,0,4,1,0.354511133133372
"875",3,2,1,2,1,4,5,2,3,4,2,3,2,-1.23283134290406,18,3,1,4,5,0.588705952987103
"876",2,1,1,1,3,4,5,1,1,3,1,1,1,0.509516924064703,23,2,0,2,1,1.11911439468402
"877",1,2,1,1,2,2,2,1,3,3,2,2,1,0.0227252877320878,-1,1,0,2,3,0.287952017233997
"878",1,1,1,1,5,5,1,4,4,3,2,3,4,-0.920277110097433,-1,1,0,4,3,0.373160942927793
"879",4,2,1,1,5,1,2,2,1,2,2,3,1,0.557519381267324,24,1,0,4,5,0.508350057062658
"880",3,2,1,2,1,1,3,2,1,4,3,1,1,0.517315326697807,-1,1,1,2,1,1.21852788724401
"881",5,1,1,1,5,2,1,3,2,2,3,1,1,1.29985428329065,27,1,0,3,1,1.48586402726151
"882",3,2,1,1,1,1,5,2,2,2,3,2,8,NA,34,1,0,2,1,1.19686858577503
"883",5,1,1,1,5,4,1,4,2,2,4,4,1,0.267158959827437,99,1,9,3,1,1.51408628631361
"884",3,1,2,1,1,5,1,5,1,4,2,1,1,1.78308239316685,-1,1,0,1,1,4.18964270369646
"885",2,2,1,1,2,5,2,4,2,3,2,3,2,0.200040151066193,25,1,0,2,6,0.317377038811544
"886",4,2,1,1,1,3,3,4,1,4,3,1,2,0.590605995335221,40,1,0,1,1,1.28980459699939
"887",1,2,1,1,1,3,1,3,2,3,3,2,2,0.301950691963044,-1,1,0,4,3,0.62199867906461
"888",5,1,1,1,5,3,3,2,1,1,4,1,1,0.9611561528756,22,3,0,4,4,2.80265747067085
"889",1,1,2,1,6,3,5,1,2,2,2,4,3,-1.62947613297007,-1,1,0,1,3,0.412502166804592
"890",1,2,1,1,99,3,3,2,1,3,1,3,2,-0.0592922450964791,16,1,1,3,6,0.322950446759355
"891",1,1,1,1,8,2,4,3,1,4,3,4,2,-0.922872412613825,-1,1,0,2,7,0.307245899727022
"892",1,2,1,1,5,5,3,3,2,3,2,3,2,-0.216710220180284,-1,1,0,3,2,0.744384705067418
"893",5,2,1,1,2,4,3,2,1,3,2,2,2,0.122166961769342,25,3,0,3,1,1.17260244446436
"894",4,2,1,1,7,5,8,2,2,2,2,2,2,-0.732968779232197,18,3,1,4,2,0.688175480201421
"895",4,2,1,1,7,5,1,4,2,4,4,2,2,0.15666419468701,27,1,0,2,1,2.06452644060426
"896",1,2,1,1,8,2,3,2,1,8,2,2,2,NA,-1,1,0,4,7,0.353546347675037
"897",4,2,1,1,7,2,2,3,2,3,2,2,2,0.31746664469266,-1,3,1,3,7,0.688175480201421
"898",6,2,1,1,7,1,2,3,2,3,2,2,2,0.31746664469266,25,1,0,2,1,0.864556725063873
"899",4,2,1,1,3,1,3,1,2,2,2,3,3,-0.926698415458373,25,1,0,2,1,1.37635096040284
"900",1,2,1,1,4,2,2,1,2,2,1,1,1,1.00318800417319,-1,1,0,4,2,0.616124103313855
"901",1,1,1,1,8,3,3,3,4,4,2,3,2,-0.868930807341987,-1,1,0,4,3,1.5257847973568
"902",1,1,1,1,1,4,3,3,1,4,4,2,2,-0.207236340875061,-1,1,0,4,3,0.381446199339201
"903",5,2,1,2,2,4,1,5,1,4,4,1,1,1.41484878243011,-1,3,0,1,1,1.66980133112544
"904",5,2,1,1,1,1,2,2,2,4,4,2,2,-0.508235695167189,24,1,0,3,1,1.36061553355747
"905",1,2,1,1,1,5,8,4,1,5,3,1,1,-0.0387091097959028,24,3,1,2,6,0.294123536390519
"906",1,2,1,1,8,4,1,4,1,5,5,1,1,0.773263247938633,-1,1,0,4,7,0.400228199358326
"907",6,2,1,1,7,5,8,2,3,2,1,2,2,-0.770302662186986,-1,1,0,3,1,0.640962956814408
"908",6,1,1,1,7,4,1,2,4,2,4,2,2,-0.363897798143977,25,3,1,1,2,1.40591458460538
"909",1,1,1,1,2,5,5,1,3,3,1,3,2,-1.08754484562802,-1,1,0,4,7,0.415231044587689
"910",3,2,1,1,1,3,3,2,1,3,3,2,1,0.361058524979004,29,1,0,2,5,0.656273972561079
"911",5,1,1,1,1,1,3,4,2,3,3,2,1,0.635906873871292,31,2,0,2,1,1.58330866137794
"912",1,1,1,1,5,2,3,2,2,3,2,3,2,-0.464859738788006,-1,1,0,3,2,0.876578880286113
"913",5,2,2,1,7,1,1,3,8,2,3,1,1,NA,23,1,0,2,1,1.47554133198771
"914",1,2,1,1,8,1,8,8,2,3,8,8,2,NA,-1,1,-1,4,7,0.380401929972778
"915",2,1,1,1,4,3,2,2,3,3,1,1,2,0.397559255364338,-1,1,0,4,7,0.934174566890518
"916",4,2,1,1,2,4,2,3,1,4,5,2,1,0.200256074973355,99,2,9,3,NA,0.678751729767484
"917",3,2,1,1,1,1,2,2,1,4,4,2,2,-0.28678500684403,29,1,0,4,1,1.24465434674347
"918",4,2,1,1,2,3,1,2,2,2,4,2,2,0.0790035785023397,40,1,0,1,1,1.33273886640003
"919",1,2,1,1,8,3,3,2,3,3,3,3,3,-1.29343560105757,-1,1,0,3,2,0.67062048834177
"920",6,2,1,1,7,1,2,2,1,1,2,3,4,-0.502186513951383,25,2,0,2,4,0.74314126474449
"921",1,2,1,1,1,1,4,2,3,3,4,3,3,-1.64615325906469,-1,1,0,3,2,0.779643559278358
"922",6,1,1,1,1,1,2,3,1,2,4,1,2,0.745578945028657,-1,1,0,2,1,1.48366464262716
"923",3,2,2,1,2,4,3,4,1,3,3,1,1,1.22293357442864,34,3,0,4,1,0.981815936742381
"924",2,1,1,1,4,4,4,2,2,2,2,3,2,-0.424141380911372,23,1,0,4,1,0.783144610610799
"925",2,1,1,1,3,4,3,3,3,4,3,3,3,-1.25460529296523,-1,1,0,4,2,0.495507855224801
"926",2,1,2,1,1,4,2,3,1,4,1,1,1,1.30229930868102,-1,3,1,4,NA,0.785808324241918
"927",4,2,1,1,1,2,2,3,1,2,2,2,4,-0.0977801936248578,28,1,0,2,1,2.03340022825063
"928",1,1,1,1,1,1,3,2,3,1,1,3,1,0.339453167866011,-1,1,0,3,7,0.365382596071589
"929",1,2,1,1,8,1,2,4,3,3,2,3,2,-0.0214105372569655,-1,1,0,3,7,0.729634335239145
"930",3,2,1,1,6,5,1,3,3,2,2,2,2,0.473936019523643,17,3,1,3,5,1.52170184507929
"931",4,1,9,9,99,1,9,9,9,9,9,9,9,NA,99,2,9,9,NA,1.14665638537258
"932",6,2,1,1,7,1,1,8,2,2,4,2,2,NA,24,3,0,3,1,1.85734828735084
"933",1,1,1,1,8,1,5,2,2,4,4,4,4,-2.59120701470789,-1,1,0,4,7,0.404231277153989
"934",1,1,1,1,1,1,3,2,2,3,2,4,2,-0.830435751022196,-1,1,0,2,7,1.04398631455567
"935",2,1,1,1,5,1,4,2,5,3,4,2,1,-0.877461886320751,27,1,0,4,1,0.814879306490385
"936",3,1,1,1,5,3,5,2,2,2,8,2,8,NA,-1,1,0,4,7,1.62914911917487
"937",1,2,1,1,8,1,3,2,3,3,3,3,3,-1.29343560105757,-1,2,0,3,7,0.490831403536577
"938",5,2,2,1,7,5,1,4,3,2,2,2,2,0.722085538131365,18,3,9,1,1,2.11023613251183
"939",2,2,1,1,2,1,2,4,1,2,1,2,1,1.60351123608533,25,3,0,4,1,0.628073309959807
"940",3,2,1,1,5,2,2,2,3,2,3,2,1,0.296077211486829,23,3,0,3,3,1.81276420972162
"941",1,2,1,1,6,5,1,3,2,8,1,2,1,NA,15,1,0,4,3,0.276580952745328
"942",2,2,1,1,1,5,8,2,3,3,2,2,2,-1.16373867807074,-1,1,0,2,NA,0.34697948104076
"943",2,1,1,1,1,5,3,2,2,3,3,2,2,-0.283400531922186,-1,1,1,4,3,0.954198338479822
"944",4,1,1,1,3,5,3,1,2,2,8,2,1,NA,25,3,1,4,5,0.778686182384533
"945",3,1,1,1,4,5,3,3,1,3,5,3,2,-0.547609947962233,21,2,1,4,1,2.2918983154267
"946",2,2,2,1,1,3,3,3,1,3,2,3,2,0.00474046814287452,29,1,1,3,3,0.386083818322912
"947",1,1,1,1,5,3,4,3,4,2,4,3,1,-0.564118481108673,-1,1,0,4,3,0.580151746138101
"948",4,1,1,1,5,4,3,2,2,3,4,3,3,-1.25610171810278,-1,3,1,4,5,1.02155787423478
"949",6,2,1,1,7,1,2,4,4,1,1,1,1,1.51405439386543,26,3,0,1,4,0.757481864000176
"950",5,1,2,1,1,1,3,2,2,2,2,4,2,-0.621116540506809,32,2,0,3,1,2.12113776871233
"951",1,2,1,1,8,5,4,3,2,3,2,2,2,-0.0197350605848471,-1,1,1,3,3,0.369477315668341
"952",1,2,1,1,2,2,1,4,1,4,2,3,1,0.803780850090749,18,3,0,4,7,0.36438349835796
"953",5,1,1,1,4,4,1,5,1,2,4,2,2,1.04490282264867,28,3,1,1,5,0.934219156890282
"954",4,1,2,1,4,3,1,5,1,1,1,1,1,2.59515683008138,99,1,9,1,1,2.28088980572919
"955",4,2,2,1,1,3,1,2,2,2,1,1,1,1.41993837541967,24,3,0,2,5,0.807429321280828
"956",4,2,1,1,5,4,1,2,2,2,1,1,1,1.41993837541967,24,1,0,3,5,1.88842609834188
"957",2,1,2,1,1,5,1,4,2,2,2,3,2,0.577960214220333,-1,1,0,2,1,0.783144610610799
"958",1,2,1,1,2,4,5,3,2,4,4,1,1,0.0226956463364953,-1,1,0,2,7,0.46549799576317
"959",6,2,1,1,5,4,2,4,2,3,3,3,2,0.0159233456978235,23,1,0,2,4,0.74314126474449
"960",1,1,1,1,5,5,4,2,4,2,2,2,1,-0.0784583767454672,-1,1,0,4,7,0.528821600164561
"961",1,2,1,2,8,2,3,2,2,3,3,4,3,-1.4375609249686,-1,1,0,3,7,0.402670739911146
"962",6,1,1,1,7,2,1,4,3,1,1,1,1,1.90410593482734,24,1,0,3,1,1.96089539814645
"963",1,1,1,2,8,2,4,1,2,3,4,2,2,-0.884267708537031,-1,1,0,3,7,1.11906714925316
"964",1,2,2,1,8,4,3,4,3,2,3,1,2,0.566343039719679,-1,1,0,1,3,0.765641828477317
"965",1,1,1,1,8,3,2,3,2,3,3,2,2,0.133349839324291,-1,1,0,3,3,1.11906714925316
"966",1,1,1,1,8,3,3,1,2,4,4,2,2,-0.924986066413665,-1,1,0,3,7,1.11906714925316
"967",2,2,2,1,6,3,1,4,2,2,1,1,1,1.91623741263511,24,1,0,1,1,0.596318069499816
"968",6,2,1,1,1,4,2,2,2,4,2,2,2,-0.14000208443045,23,3,0,2,1,1.85734828735084
"969",1,2,1,1,5,5,3,3,1,4,3,2,2,-0.0231195355066921,-1,1,0,4,3,0.817343213753644
"970",2,1,2,1,1,4,1,2,5,3,3,3,1,-0.553118535270311,-1,1,0,2,3,0.560525767144693
"971",5,2,1,1,3,4,5,1,2,2,3,2,3,-1.08244091387006,26,1,0,4,5,0.680307766778736
"972",2,1,1,1,1,4,3,2,4,3,4,4,3,-2.06457910698328,20,1,0,4,2,1.12105153428939
"973",5,2,1,1,1,1,1,5,1,3,3,1,1,1.80828479831387,-1,1,0,3,1,1.46169489420197
"974",2,1,1,1,5,4,3,3,3,2,3,1,1,0.741201889689988,-1,3,0,3,3,0.325149768580847
"975",2,2,1,1,1,3,5,2,1,1,3,1,1,0.808071252966462,-1,1,0,2,6,0.332548767719252
"976",2,2,1,1,3,3,2,3,3,2,2,3,2,-0.0602408453493009,19,1,0,4,1,0.63321092094389
"977",6,1,1,1,7,3,2,1,1,2,2,1,1,1.04052188712798,-1,3,0,4,1,1.0823471596628
"978",2,2,1,1,1,4,3,3,2,3,4,2,1,0.2036405498952,-1,1,0,2,2,0.537119544471516
"979",2,1,2,1,5,3,1,5,2,2,2,2,1,1.61469411364028,-1,1,0,1,1,1.19959709606395
"980",6,1,1,1,7,2,3,3,2,1,1,3,3,-0.0369633623591712,30,3,0,4,1,1.98596201167342
"981",6,2,1,1,7,2,1,4,2,2,2,1,2,1.30911223868871,25,3,0,2,1,0.789681487039384
"982",5,2,1,1,1,2,1,1,1,3,2,1,1,0.999803529251347,-1,1,0,4,1,1.2402507989963
"983",2,1,2,1,5,5,1,3,4,2,2,2,1,0.675493699778516,-1,1,0,1,1,0.848346969815319
"984",4,2,1,1,5,5,1,3,3,2,3,3,2,-0.0757567980789165,21,1,1,4,5,0.584991456697446
"985",1,1,1,1,5,5,3,1,2,4,3,4,2,-1.47202128551368,-1,1,0,2,7,0.531220664847954
"986",1,1,1,1,5,5,5,1,1,2,4,2,1,-0.199090293759207,-1,1,0,4,3,0.531220664847954
"987",1,2,1,1,2,5,1,4,2,2,3,4,2,0.0282673966177744,16,1,0,3,2,0.574791359659227
"988",6,2,1,1,5,5,1,2,2,2,4,3,2,-0.28657243373185,22,3,0,2,1,1.07562676919754
"989",2,1,2,1,8,5,1,5,3,3,4,2,2,0.392682235486962,-1,1,0,1,6,0.424173484907659
"990",4,2,1,1,1,5,5,1,1,2,3,2,2,-0.43798185696887,31,1,0,4,6,0.678751729767484
"991",2,2,1,1,1,4,5,1,5,4,4,4,3,-3.08070022970706,-1,1,0,4,3,1.99114937480843
"992",2,1,1,1,1,4,3,4,1,3,2,4,3,-0.535694394061624,-1,1,0,1,1,2.07816321768766
"993",2,1,2,1,1,3,3,2,3,3,1,3,2,-0.502193621742795,-1,1,0,2,2,2.50987241741905
"994",3,2,1,1,1,2,8,4,2,3,2,1,1,0.342595428280083,35,1,1,2,1,1.17498330851767
"995",2,2,1,1,1,3,5,1,1,4,4,3,1,-0.983304727024172,25,1,0,2,1,0.548602202061327
"996",1,1,1,1,1,2,5,2,3,8,3,3,3,NA,-1,1,0,3,7,0.580151746138101
"997",3,2,1,1,1,1,4,2,3,2,2,2,2,-0.280016057000341,35,1,0,3,1,1.17498330851767
"998",1,2,1,1,8,2,3,3,2,3,3,2,2,-0.0352510133144628,-1,2,-1,3,7,0.760803859945557
"999",2,2,1,1,1,3,5,1,1,5,5,1,2,-1.06859708701758,33,1,0,4,1,0.537119544471516
"1000",5,1,1,2,1,1,5,2,2,2,2,4,4,-1.80433498294038,-1,3,0,4,6,0.791654330688971
"1001",1,2,1,1,1,3,2,3,1,3,4,1,1,0.959268103091301,-1,1,0,2,7,0.641831655075795
"1002",1,2,2,1,8,5,1,1,8,8,8,2,8,NA,-1,1,-1,1,7,1.39135337554367
"1003",2,1,2,1,1,2,5,2,1,2,4,1,1,0.414635237082705,-1,2,0,4,1,0.650299537161695
"1004",4,2,1,1,1,2,2,2,3,2,2,3,3,-0.731398732535055,26,2,0,2,1,1.75209803434112
"1005",2,2,1,1,5,3,5,2,2,2,2,2,2,-0.227166221315936,24,1,0,2,1,0.652261846567189
"1006",2,1,1,1,1,2,4,1,3,4,3,2,1,-0.707912433429176,-1,1,0,4,7,0.555133872814696
"1007",2,2,1,1,1,2,3,3,2,3,2,2,2,0.148865792053906,23,1,0,4,1,0.464358146904235
"1008",6,2,1,1,7,2,8,4,2,3,8,3,3,NA,20,3,0,2,4,0.640962956814408
"1009",2,2,1,1,1,4,3,1,2,2,4,2,2,-0.50634764538289,15,1,0,4,3,0.77564397442763
"1010",3,1,1,1,3,4,3,2,3,3,4,1,1,0.0996163551985087,-1,1,0,4,7,1.09847272615374
"1011",1,1,1,1,4,5,5,2,2,2,1,1,1,0.745534964864655,-1,1,0,4,7,0.559533574626582
"1012",6,2,1,1,2,4,2,2,1,4,4,2,1,0.136223361734001,20,2,0,2,1,0.537813384598771
"1013",2,1,1,1,4,2,2,4,2,3,3,2,1,0.804507726510045,-1,1,0,3,7,0.59469672659027
"1014",5,2,1,1,1,3,2,2,2,4,3,2,2,-0.324118889798819,-1,2,0,3,6,1.10758543874434
"1015",1,2,1,1,4,5,1,2,2,3,3,1,1,0.842385554167543,-1,1,0,4,2,0.862187039488841
"1016",2,2,1,1,2,5,2,2,2,2,4,2,3,-0.512605642714445,19,3,0,2,2,0.463811949589075
"1017",1,1,1,1,8,5,4,2,2,3,2,2,2,-0.26788457919257,-1,1,-1,4,7,0.433517331441908
"1018",1,2,1,1,4,1,4,2,1,2,2,3,1,0.220317675989817,17,1,0,2,2,0.335310244170885
"1019",3,2,1,1,1,4,3,4,3,4,3,2,2,-0.217871393545286,-1,1,0,2,6,0.587491654258833
"1020",4,2,1,1,1,5,5,3,4,3,3,3,2,-1.18093010747248,28,1,0,1,3,0.644902298499695
"1021",3,1,1,1,1,5,5,2,2,3,4,4,3,-1.95887943561447,30,1,0,3,1,1.86508253735598
"1022",1,2,1,1,8,1,3,2,4,2,2,3,2,-0.698441904918935,-1,2,0,3,7,0.958262855709536
"1023",3,2,1,1,3,3,3,3,1,4,2,2,2,0.160997269861677,16,1,0,2,1,2.43705577448801
"1024",5,1,1,1,3,3,2,2,3,4,2,2,2,-0.361452772753609,36,3,0,3,1,1.48586402726151
"1025",3,2,1,1,1,1,2,3,2,3,2,2,1,0.740475013270691,28,1,0,3,2,1.4397766300287
"1026",1,1,1,1,8,2,5,2,3,3,2,5,3,-2.17767252543508,-1,1,0,2,3,0.475596754631217
"1027",2,2,1,1,3,5,4,2,3,3,2,2,1,-0.0663268989376964,20,1,0,2,2,0.432487480976973
"1028",3,1,1,1,1,3,5,3,2,3,3,3,3,-1.16103709940419,-1,1,0,2,2,1.65985027816119
"1029",2,1,1,1,3,4,1,5,1,4,2,1,1,1.78308239316685,21,1,0,1,1,1.05308889113763
"1030",4,1,1,1,3,3,4,2,2,4,1,2,2,-0.293086984339588,17,1,0,3,3,0.973778381807984
"1031",3,1,1,1,5,3,3,4,3,2,3,2,1,0.623775396063521,99,2,9,4,NA,0.829925139080597
"1032",6,1,1,1,7,2,3,2,3,4,3,2,3,-1.13717879933876,26,3,0,2,1,1.28000856198729
"1033",2,1,1,1,1,4,5,1,2,4,4,3,2,-1.62776378392536,-1,1,0,4,7,0.451392607975636
"1034",2,1,1,1,4,2,2,2,2,2,1,3,2,0.0971771297345036,-1,3,0,3,1,0.451392607975636
"1035",1,1,2,1,5,5,3,2,1,3,3,1,1,0.726634537213194,-1,1,0,1,7,0.949131992307165
"1036",5,2,2,1,1,5,1,3,1,4,4,1,1,0.918549745214667,22,3,0,1,5,1.28982319709839
"1037",2,2,2,1,5,4,3,3,2,4,4,3,1,-0.371254672854378,20,1,0,3,7,0.270247843286645
"1038",5,2,1,1,3,3,1,2,2,4,4,2,2,-0.339634842528435,19,1,0,4,1,0.62012539949815
"1039",4,1,1,1,1,1,1,2,1,3,3,1,1,1.0638362424907,39,1,0,3,1,2.04311574846955
"1040",6,2,1,1,3,1,8,2,1,4,8,4,1,NA,28,1,0,4,1,1.48628252948898
"1041",2,2,1,1,1,1,3,2,1,3,2,3,1,0.179599318113183,-1,3,0,2,1,0.548602202061327
"1042",5,2,1,1,2,1,3,2,3,3,2,2,2,-0.320734414876975,34,1,0,2,1,1.47554133198771
"1043",2,2,1,1,8,1,1,5,2,4,4,2,1,0.827822081872765,27,1,0,3,2,0.347109201585384
"1044",4,1,1,1,1,1,3,2,4,4,4,4,4,-2.6969066860767,38,1,0,1,1,2.04311574846955
"1045",1,1,1,1,8,2,3,1,1,4,2,3,3,-1.12388614816599,-1,1,0,4,7,1.05764320032912
"1046",1,1,1,1,1,1,1,4,2,3,4,4,1,0.0578397493120494,-1,1,0,3,2,0.835796611045787
"1047",2,1,1,1,1,3,3,1,2,3,3,3,3,-1.32013443134213,-1,1,0,3,7,1.30877804068897
"1048",3,1,1,1,1,4,3,2,4,4,4,4,1,-1.42788158034261,35,1,0,2,1,1.52793221028447
"1049",6,2,1,1,7,5,1,5,2,3,2,1,1,1.77095091535908,29,3,0,1,1,0.537813384598771
"1050",2,2,1,1,2,5,3,1,1,1,1,3,2,0.111196657326573,-1,1,0,3,3,0.408382324947208
"1051",2,2,1,1,5,4,5,2,2,4,4,2,2,-1.01403825308345,18,1,0,4,6,0.297511191458956
"1052",5,1,2,1,2,3,1,3,3,3,2,2,2,0.264616809008255,26,1,0,2,1,2.12113776871233
"1053",5,1,1,1,5,2,5,3,3,4,2,2,1,-0.196097443484114,23,1,0,2,1,2.94653337263486
"1054",6,2,1,1,2,2,2,5,1,2,1,1,1,2.21723676692724,-1,2,0,1,4,0.864556725063873
"1055",6,1,1,1,4,2,1,4,2,1,3,1,1,1.75732301241376,31,1,0,2,4,0.738127844414267
"1056",3,2,1,1,4,3,3,2,5,3,5,2,1,-0.892977839050367,-1,2,0,2,2,1.17741190597421
"1057",1,2,1,1,8,1,2,4,3,4,2,1,1,0.923430645274059,-1,1,0,2,7,0.383966435286135
"1058",3,1,1,1,2,1,2,3,3,3,3,1,2,0.277475163235323,31,1,0,3,5,0.763966105142234
"1059",1,2,1,1,5,5,3,4,3,4,4,2,2,-0.401988198913655,18,1,0,4,3,0.287395679829614
"1060",2,2,1,1,2,4,2,3,2,1,1,2,1,1.34323023966984,30,1,1,2,1,0.486469732104664
"1061",1,1,1,1,5,5,2,4,4,3,3,3,2,-0.426978030948493,-1,1,0,4,3,0.777597162708491
"1062",4,2,1,1,3,2,8,3,3,3,2,2,2,-0.915589159463019,26,1,0,2,1,2.06452644060426
"1063",1,2,1,1,8,4,4,2,1,3,4,1,1,0.373916879206071,-1,2,0,2,7,0.417325698949013
"1064",1,1,1,1,8,3,3,2,2,4,3,3,2,-0.858295754671763,-1,1,0,2,7,0.448889882533062
"1065",1,1,1,2,5,4,3,3,2,3,3,4,2,-0.766403037782843,-1,1,1,4,6,0.368528965212648
"1066",5,1,1,1,5,5,5,2,2,2,3,3,1,-0.353850670340464,29,3,0,4,5,0.831179489679501
"1067",2,2,1,1,5,3,5,2,1,2,4,2,2,-0.373949143729516,20,1,0,2,1,0.418022833293518
"1068",1,2,1,1,6,1,3,3,2,8,2,2,2,NA,-1,2,0,3,3,0.457310310284427
"1069",2,2,1,1,1,2,2,2,3,3,3,2,1,0.0867580009714415,-1,1,0,3,3,0.709401818654537
"1070",5,1,1,1,1,1,5,2,1,4,3,2,2,-0.608470759391922,26,2,0,3,1,2.12113776871233
"1071",2,2,1,2,5,4,5,2,1,3,5,2,3,-1.1903935281913,-1,1,0,3,7,0.726308152558501
"1072",1,1,1,1,6,1,8,2,2,8,8,8,2,NA,-1,1,9,3,NA,0.448889882533062
"1073",4,1,1,1,3,2,3,4,1,1,2,2,2,1.03710442001556,28,1,0,4,1,4.0862314969391
"1074",1,1,2,1,8,1,2,2,3,3,2,1,1,0.636450818574001,-1,1,0,1,7,0.44646678519363
"1075",3,2,1,1,1,1,3,3,2,4,4,3,2,-0.794263041432409,-1,3,0,2,2,1.17498330851767
"1076",1,2,2,1,5,5,1,2,1,3,1,1,1,1.43206985322744,-1,2,0,1,3,2.00796922363671
"1077",2,2,2,1,2,1,3,4,3,3,3,2,1,0.414456185548133,-1,1,0,4,7,0.92871629380847
"1078",1,2,1,1,5,2,5,1,1,3,2,5,2,-1.55991229881846,-1,3,0,3,3,0.427670404080787
"1079",2,2,1,2,3,5,1,2,1,4,4,2,1,0.304824214372755,-1,3,1,4,3,0.595022382917912
"1080",2,2,1,1,5,5,1,5,2,2,2,4,2,0.460533720593866,19,1,0,4,2,0.595022382917912
"1081",1,2,1,1,8,1,3,5,4,2,2,3,1,0.469015019482265,-1,1,0,2,7,0.417325698949013
"1082",5,1,1,1,2,2,8,2,4,2,2,4,8,NA,29,1,0,2,1,1.77666547670297
"1083",1,2,1,1,8,1,3,2,2,3,2,2,2,-0.0992837265538164,-1,1,0,4,3,0.46549799576317
"1084",6,2,1,1,6,2,2,4,2,2,2,1,1,1.56351975462799,27,1,0,2,2,0.74314126474449
"1085",3,1,1,1,1,2,1,1,1,3,2,1,1,0.999803529251347,-1,1,1,4,1,1.67429217602234
"1086",5,2,1,1,2,2,3,2,2,4,4,2,3,-1.09984491638397,18,3,0,1,1,1.46169489420197
"1087",3,2,1,1,5,2,4,1,1,2,2,2,1,0.337744169616285,-1,1,0,3,2,0.468394809318902
"1088",6,2,1,1,7,2,2,4,2,2,4,2,2,0.406701763079032,18,2,0,2,1,1.51496372800035
"1089",2,1,2,1,5,1,2,4,5,1,1,1,1,1.29260370554227,-1,1,0,1,1,1.22621760392634
"1090",2,2,1,1,2,4,3,3,2,3,1,3,1,0.390414953766117,26,2,0,4,2,0.469082571207608
"1091",2,2,1,1,5,4,1,3,1,3,3,1,1,1.31198576109842,28,1,0,2,2,0.469082571207608
"1092",5,1,1,1,5,4,3,2,3,1,3,2,2,-0.0862127992145688,-1,1,0,4,7,0.80359582546277
"1093",2,1,1,1,5,5,5,2,3,3,4,4,1,-1.33431338678157,21,3,0,4,6,0.578365159088345
"1094",2,1,1,1,1,4,4,1,2,2,1,2,3,-0.545606450494568,-1,1,0,3,7,0.819154181025564
"1095",4,2,1,1,1,5,1,2,2,4,2,2,2,0.0285987682083031,-1,1,0,1,3,0.807429321280828
"1096",2,2,1,1,1,5,2,5,1,4,3,1,1,1.43036473515973,-1,3,0,1,7,1.45076361453139
"1097",3,2,1,1,2,3,2,3,2,3,3,3,2,-0.232226172909899,-1,2,0,2,2,1.79540019520261
"1098",3,2,1,1,5,5,4,1,1,1,1,1,1,1.09675619773423,18,1,1,4,7,0.536296834261773
"1099",2,2,1,1,5,5,3,4,1,3,3,3,3,-0.354235187195803,99,1,0,4,2,0.297511191458956
"1100",6,2,1,1,7,4,4,4,2,1,1,1,1,1.61975406523424,19,3,0,3,1,1.66380315886882
"1101",3,1,1,2,2,4,3,2,3,4,3,3,3,-1.50275481157295,-1,1,0,3,7,1.62074901645447
"1102",4,2,1,1,2,1,3,1,3,3,4,4,3,-2.09127793726785,22,1,0,4,3,0.666369433200013
"1103",1,2,1,1,2,2,2,3,1,3,3,1,1,1.14338490845967,99,1,9,2,2,0.668235446541836
"1104",2,1,1,1,1,3,3,2,2,1,2,5,2,-0.777373342225611,25,1,0,3,2,0.934174566890518
"1105",6,2,1,1,5,3,3,2,2,4,2,4,2,-1.03975496153758,26,1,0,1,3,0.696559911567695
"1106",1,1,1,1,6,5,1,3,4,3,4,1,1,0.46351689076058,-1,1,0,1,7,1.29724438231567
"1107",1,2,1,1,1,5,2,3,1,1,3,3,1,0.830871305022065,22,3,0,4,3,0.270725420732531
"1108",5,1,1,1,3,5,1,4,4,4,2,2,2,0.0819964287774323,99,2,0,1,NA,0.757043143156807
"1109",2,2,1,1,7,5,1,3,2,3,3,3,2,-0.0636253202711457,19,1,0,3,3,0.316605460471945
"1110",2,2,1,1,5,3,1,4,2,2,1,1,1,1.91623741263511,24,3,0,3,2,0.610201146915126
"1111",5,2,1,1,1,2,2,4,2,4,3,2,2,0.172180147416626,27,2,0,3,1,1.29584808772927
"1112",6,1,1,1,4,3,1,2,2,2,2,2,8,NA,21,2,0,4,2,0.88438283777022
"1113",1,2,1,1,5,4,4,2,2,2,3,2,2,-0.242682174045552,20,1,0,4,3,0.287952017233997
"1114",2,2,1,1,5,3,2,3,2,3,1,3,1,0.559015806404871,23,1,0,3,3,0.280150435949165
"1115",4,1,1,1,1,5,4,3,2,2,4,1,1,0.609934920006024,21,1,0,3,3,1.06759424964906
"1116",2,1,1,1,8,5,3,1,2,4,2,3,2,-0.922328467911117,21,1,0,3,1,0.767432120520213
"1117",1,2,2,1,2,4,4,3,2,1,1,1,1,1.37160454662652,-1,1,1,2,7,0.322265590949966
