"","agrp","rsex","ethnicgrpr","sexidr","rnssecgp_6","adj_imd_quintile","rwcasual","snnolov","snpres","snold","snsexdrv","snmedia","snearly","attconservative","dage1ch","disabil2","depscr","religimp","relstatr","total_wt"
"1",2,1,1,1,4,3,1,4,2,2,2,2,1,1.36654459503256,-1,1,0,2,7,0.460514462017288
"2",3,2,1,1,5,3,5,2,3,4,4,4,3,-2.38964933445302,-1,1,0,4,2,1.9239441434632
"3",1,2,1,1,8,4,3,2,4,4,2,2,2,-0.75150431371552,-1,1,0,3,3,1.02085577130309
"4",4,2,2,2,5,5,1,5,4,8,3,1,1,NA,28,1,1,1,NA,0.807429321280828
"5",2,1,2,2,1,5,1,5,8,8,4,8,1,NA,23,1,0,1,1,1.03908160884383
"6",1,2,2,1,8,4,1,5,1,4,2,2,2,0.99449801235463,-1,1,-1,1,7,0.53817948561476
"7",2,2,2,1,4,5,1,5,2,2,3,1,1,1.7961533205061,-1,1,0,1,7,0.660099070658738
"8",1,2,1,1,5,5,2,2,2,3,1,1,2,0.619009943687496,-1,3,0,3,3,0.270725420732531
"9",2,2,1,1,2,5,2,3,2,3,3,3,2,-0.232226172909899,25,1,0,2,1,0.52558959955628
"10",3,2,1,1,5,3,1,2,4,2,2,2,1,0.427344181170793,25,1,0,2,5,0.626171896045129
"11",5,1,1,1,7,5,1,2,4,2,4,3,2,-0.729473810378167,17,3,0,3,1,2.27112942947042
"12",2,2,1,1,2,2,3,2,2,3,4,2,2,-0.467517337290555,25,1,0,4,3,0.26279479977814
"13",1,2,1,1,6,2,3,3,3,3,2,2,2,-0.0725848962692518,-1,1,1,2,7,0.355332919881838
"14",4,1,1,1,3,4,2,2,2,2,4,4,3,-1.24375766718283,24,3,1,3,5,1.57930881798942
"15",1,2,1,1,5,5,1,5,4,4,4,1,1,0.750496717460638,17,1,0,3,3,0.329412442586217
"16",1,2,1,1,8,5,2,3,1,8,1,2,2,NA,18,3,1,2,2,0.658824885172434
"17",1,2,1,1,1,2,3,2,1,4,2,2,1,0.335856119831986,-1,1,0,3,7,0.833697637441207
"18",2,1,1,1,5,2,3,2,2,3,1,3,2,-0.280742933419637,25,3,0,3,7,0.560525767144693
"19",3,2,1,1,2,3,3,3,4,4,1,2,1,0.103770378838603,-1,1,1,1,7,1.36665871599842
"20",1,2,1,1,5,2,2,3,1,3,2,2,1,0.96192570159385,-1,1,0,3,7,0.482890262803771
"21",2,1,1,1,5,3,3,3,2,2,3,2,2,0.174068197200925,-1,1,0,4,1,0.594451016966252
"22",3,2,1,1,4,1,2,3,2,4,5,3,1,-0.386770625583993,24,1,0,4,2,1.20850947314775
"23",2,2,1,1,5,5,1,3,1,3,1,1,1,1.68021937183516,27,3,0,4,1,0.58833669893088
"24",3,2,1,1,1,1,3,2,1,4,5,3,1,-0.582070308507311,23,3,0,4,1,2.39373717155006
"25",1,2,1,1,8,2,3,2,1,4,2,2,2,-0.0871522487460457,-1,1,0,3,7,0.683878660928049
"26",1,1,1,1,8,3,4,2,4,4,4,2,2,-1.28833877709101,-1,1,0,4,7,0.360123384548799
"27",4,1,2,1,4,5,5,2,2,2,3,2,2,-0.411283026684305,-1,1,0,1,7,2.28088980572919
"28",3,2,2,1,6,5,1,4,1,3,1,1,1,1.92836889044288,18,3,1,1,1,2.09816600418045
"29",2,2,1,1,5,5,3,1,2,4,5,1,4,-1.58954359670391,-1,2,0,2,2,0.509431138357646
"30",5,2,1,1,5,3,1,3,1,4,4,1,1,0.918549745214667,19,2,0,4,4,0.682818805834292
"31",5,2,1,1,7,5,5,2,2,3,1,2,1,0.170639742115077,23,2,0,4,1,1.36563761166858
"32",2,1,1,1,4,5,1,2,2,2,4,2,1,0.502011947080371,25,1,0,4,2,0.848346969815319
"33",1,2,1,1,8,2,3,2,2,4,3,2,2,-0.492719742437573,-1,3,1,1,7,0.369477315668341
"34",4,1,1,1,1,2,1,2,1,1,2,1,1,1.66659146888985,27,3,0,4,1,3.15861763597884
"35",1,1,1,1,8,4,2,2,1,2,2,4,2,-0.231064999544897,-1,1,0,4,3,0.544451372592106
"36",4,1,1,1,5,5,2,2,1,1,2,3,1,0.766838591782712,28,3,0,1,6,0.779921855812205
"37",1,1,1,1,5,5,2,2,2,1,1,2,2,0.672072352484081,21,1,0,4,3,0.706669794173827
"38",2,2,1,1,5,5,3,3,4,3,2,2,2,-0.29403558459241,20,1,1,3,1,0.443884961372019
"39",2,1,1,1,5,5,3,4,1,3,4,1,1,1.03881676906027,17,1,0,4,3,0.48696833943263
"40",1,1,1,1,4,4,3,2,2,3,3,2,2,-0.283400531922186,-1,1,0,4,7,0.417898305522893
"41",2,2,1,1,4,3,3,2,3,3,2,2,2,-0.320734414876975,22,1,0,2,2,0.652261846567189
"42",2,2,1,1,5,5,5,2,2,4,4,2,2,-1.01403825308345,25,1,0,4,2,0.47032174135157
"43",1,1,1,1,2,5,4,1,2,4,2,3,2,-1.09092932054987,-1,1,0,3,3,0.671364781056711
"44",1,2,1,1,5,5,4,3,4,3,2,3,2,-0.828212449465353,18,1,0,2,2,0.294123536390519
"45",1,1,1,1,8,2,4,1,2,3,2,2,1,-0.0930257292222611,-1,3,0,4,7,1.22461223325756
"46",2,2,1,1,1,2,3,3,2,2,2,1,2,0.723761014803484,-1,1,0,3,2,0.995574687404215
"47",2,2,1,1,1,3,3,2,2,3,2,3,2,-0.464859738788006,-1,1,0,4,1,0.486876431226204
"48",4,1,1,1,1,2,3,1,2,2,4,3,2,-0.87192365761708,35,2,0,4,6,1.55737236476907
"49",5,2,1,1,7,2,2,4,4,1,1,1,1,1.51405439386543,19,3,0,2,4,0.553792719372168
"50",2,1,1,1,5,5,5,2,3,3,3,4,3,-1.99621331856926,-1,1,0,4,2,1.69669393963064
"51",2,1,1,1,8,2,3,3,3,3,2,3,2,-0.438160908503442,25,1,0,3,3,0.560525767144693
"52",2,2,2,1,8,3,1,4,2,2,3,2,2,0.759419421086154,-1,1,0,1,7,0.500404830749079
"53",2,1,1,1,1,2,1,1,4,2,2,2,3,-0.666822074592993,-1,1,1,3,6,0.560525767144693
"54",1,2,1,1,8,5,4,2,2,3,2,4,2,-0.99903660366095,-1,1,0,4,7,0.490831403536577
"55",1,1,1,1,2,3,4,1,2,3,3,4,2,-1.43130292763704,-1,1,0,4,3,1.10925036071477
"56",2,2,1,2,1,2,3,1,3,8,2,1,2,NA,31,2,0,4,3,0.464077918616342
"57",4,2,1,1,1,5,3,1,4,2,3,2,2,-0.765132216660837,28,1,1,4,NA,1.35750345953497
"58",2,1,1,2,5,3,3,3,2,3,4,3,2,-0.584943830917022,-1,1,0,4,7,1.18213374585941
"59",5,2,1,1,1,2,5,2,2,4,3,2,3,-1.25292981629311,22,2,0,1,5,0.62012539949815
"60",1,2,1,1,8,3,4,2,3,3,4,4,2,-1.58872090272085,-1,1,0,3,3,0.367043599259582
"61",4,2,1,1,1,2,3,2,1,4,2,1,1,0.701432132066176,26,2,0,2,1,2.66547773280005
"62",5,1,1,1,1,1,1,2,3,2,4,3,3,-0.93103149063304,24,3,0,2,1,1.60719165092554
"63",3,2,1,1,3,1,3,2,2,4,3,8,2,NA,-1,1,0,1,1,1.19850873428369
"64",2,1,1,1,3,3,3,3,2,3,2,3,3,-0.639718588758315,-1,1,0,3,2,0.859586491245565
"65",1,2,1,1,5,1,3,2,2,4,4,1,1,0.11174783300628,18,2,0,2,7,0.270725420732531
"66",6,2,1,1,7,4,1,5,1,3,1,1,1,2.17651840905061,20,3,0,1,5,0.778861084972906
"67",3,2,1,1,2,4,2,4,3,3,2,3,2,-0.0214105372569655,33,1,0,2,1,1.25234379209026
"68",1,1,1,1,4,1,1,2,2,4,5,3,2,-0.889327660130994,21,1,0,4,1,0.835796611045787
"69",4,1,1,1,5,3,8,2,3,4,2,3,1,-1.31562553224229,27,1,0,4,1,1.32952392663665
"70",1,1,1,1,5,3,3,3,2,8,2,2,3,NA,-1,1,0,4,3,0.650497196613073
"71",3,1,1,1,1,1,3,1,1,3,3,4,2,-1.04125138667513,-1,1,0,4,6,0.950097193058221
"72",1,2,1,1,5,3,3,3,1,2,3,2,2,0.395518885524083,-1,2,0,3,7,0.857200831180668
"73",2,1,1,1,4,3,3,3,2,4,1,1,2,0.489239399141078,25,1,0,3,2,0.988762057360088
"74",3,2,1,1,2,3,1,4,1,4,4,1,1,1.16669926382239,17,2,0,3,1,1.7624749627765
"75",1,2,1,1,5,1,3,3,2,2,4,2,2,-0.0100486081674445,18,1,0,3,3,0.335310244170885
"76",1,1,1,1,5,5,5,2,2,3,3,4,2,-1.35175426166807,-1,1,0,3,7,0.417898305522893
"77",1,1,2,1,5,4,1,4,3,2,1,1,1,1.69478672431196,-1,1,1,1,3,1.96323817942532
"78",4,2,1,1,7,5,1,1,2,2,1,1,1,1.17178885681195,15,3,0,4,4,0.807429321280828
"79",3,2,1,1,2,5,2,3,2,3,2,3,2,-0.0481093675415301,25,1,0,2,1,0.69938866806015
"80",1,2,1,1,8,4,5,1,1,2,5,4,3,-1.96037586075202,-1,1,-1,3,7,0.557516927035739
"81",5,2,1,1,5,2,1,2,3,2,2,1,1,1.01437088172814,20,2,0,3,4,0.703412044170609
"82",5,2,1,1,3,1,1,2,1,2,4,2,2,0.300454266825498,29,3,0,1,1,2.21517087748867
"83",6,2,1,1,7,5,1,4,2,2,2,3,2,0.577960214220333,-1,2,0,2,1,0.864556725063873
"84",1,2,1,1,8,4,1,3,2,4,4,3,2,-0.457061336154902,-1,1,0,3,3,0.353546347675037
"85",1,1,1,1,8,3,3,2,3,3,3,3,3,-1.29343560105757,-1,1,0,4,7,0.492796228992328
"86",6,2,1,1,4,3,1,1,3,4,2,1,1,0.347582942089644,17,3,0,1,5,0.696559911567695
"87",3,2,1,1,1,2,5,3,3,4,4,2,2,-0.987339422798884,25,2,0,4,1,1.3351640726783
"88",2,2,1,1,7,3,2,2,3,3,2,2,3,-0.575141930816253,20,3,1,3,3,0.387821987213815
"89",2,2,1,1,4,3,3,3,2,3,3,2,2,-0.0352510133144628,22,1,0,3,3,0.387821987213815
"90",1,1,1,1,5,4,1,3,4,3,3,2,1,0.282057683894759,-1,2,0,4,2,0.288741548602321
"91",3,1,1,1,5,2,5,1,5,5,5,2,1,-1.89696748396637,28,1,0,4,5,1.46717878913573
"92",2,1,1,1,3,3,5,2,4,3,2,3,4,-2.09097955786789,-1,1,0,3,6,0.545530334101124
"93",5,1,1,1,1,3,1,3,2,3,3,3,1,0.359383048306886,-1,2,0,4,1,1.58330866137794
"94",2,1,1,1,1,3,1,4,2,2,1,1,1,1.91623741263511,-1,1,0,3,2,1.22621760392634
"95",2,2,2,1,1,2,2,3,1,3,3,3,1,0.412232883991291,31,1,0,1,1,0.815543826136086
"96",1,1,1,1,8,5,3,3,1,4,3,2,2,-0.0231195355066921,-1,1,0,3,7,1.02973393098561
"97",2,2,2,1,7,5,5,2,2,1,1,1,1,0.954854175380042,22,3,1,4,3,0.295675482798042
"98",4,1,1,1,6,3,1,2,1,4,1,1,1,1.22275064271205,-1,3,9,4,7,0.862389274024902
"99",2,1,1,1,1,3,1,2,2,2,2,3,2,0.081661177004888,-1,1,0,1,6,1.12166479874084
"100",1,1,2,1,8,4,3,2,3,8,4,2,2,NA,-1,1,-1,2,7,0.395078813547204
"101",3,1,2,1,1,3,2,2,1,1,3,1,1,1.31387381088272,30,1,0,2,1,2.85029157917466
"102",2,1,1,1,1,3,2,3,2,2,2,3,2,0.161209842973857,-1,1,0,2,2,0.754049888770411
"103",3,2,1,2,5,3,5,2,1,2,4,3,1,-0.316516787385674,-1,1,0,4,2,0.936789618637803
"104",1,1,1,1,5,3,1,3,4,4,5,2,1,-0.295495137357366,-1,1,0,4,6,1.26818306684105
"105",1,2,1,1,5,2,3,2,2,2,4,2,2,-0.258198126775167,21,1,0,3,1,0.389831365559987
"106",2,2,1,1,5,3,4,2,2,3,3,2,1,-0.0289930159829074,26,1,0,3,2,0.766211949061114
"107",4,1,1,1,8,2,5,2,4,2,2,2,3,-1.09307596654028,23,2,0,2,2,6.12934724540866
"108",3,1,2,1,1,3,2,3,5,4,1,2,3,-0.795096194001864,-1,1,0,1,1,1.62914911917487
"109",4,1,1,1,5,3,1,4,2,4,4,2,2,0.15666419468701,-1,1,0,4,3,1.06759424964906
"110",3,2,1,1,5,3,2,3,2,4,4,2,2,-0.260086176559466,22,1,0,3,6,1.17741190597421
"111",2,2,1,1,4,4,3,2,1,1,1,1,1,1.51350656898071,25,3,1,4,1,0.895959344490189
"112",2,1,1,1,1,5,5,1,4,4,1,3,2,-1.51831474446657,20,1,0,3,2,1.22621760392634
"113",2,1,1,1,5,3,5,1,4,2,3,3,2,-1.46790993417253,-1,1,0,3,6,0.613108801963169
"114",1,2,1,1,8,3,3,2,2,5,5,3,1,-1.01284020734586,-1,3,0,3,2,0.369477315668341
"115",6,1,1,1,7,1,1,4,2,2,3,2,2,0.759419421086154,27,2,0,1,1,1.76876567554044
"116",4,1,1,1,4,5,8,1,1,4,2,1,1,-0.389721649735315,27,2,1,1,5,0.78965440899471
"117",2,2,1,1,5,5,4,2,1,2,1,1,1,1.13558650582657,20,3,1,4,6,0.305100573457563
"118",2,2,1,1,1,4,5,1,1,5,5,3,1,-1.37674074290793,23,1,0,4,2,0.596318069499816
"119",4,2,1,1,5,4,3,2,2,5,5,2,2,-1.0702725636897,23,1,0,3,1,1.30209936520044
"120",1,1,1,1,8,4,5,2,2,3,1,2,2,-0.252368626462954,-1,1,0,4,7,0.466348091186664
"121",4,2,1,1,5,5,2,4,1,1,1,2,1,1.81283044660072,20,1,1,4,2,0.584991456697446
"122",4,1,1,1,4,4,5,1,2,2,4,1,2,-0.477973338426207,17,1,0,3,2,1.55737236476907
"123",3,2,2,1,1,1,3,2,2,2,1,1,1,1.08273667014216,36,3,0,4,1,1.36665871599842
"124",2,2,1,1,5,3,1,2,1,1,2,1,1,1.66659146888985,-1,1,0,1,2,0.466188229874004
"125",1,1,2,1,8,3,3,1,2,3,1,3,2,-0.52889245202736,-1,1,0,3,7,1.13281215070986
"126",1,1,1,1,5,4,3,3,4,3,1,2,1,0.313089589353991,-1,1,0,3,3,0.730765192143177
"127",2,2,1,1,2,4,3,2,2,2,3,3,2,-0.439657333640988,28,1,0,4,2,0.486469732104664
"128",1,2,1,1,5,4,3,2,2,2,2,2,2,0.110035483961571,19,1,0,4,2,0.574791359659227
"129",4,2,1,1,2,3,1,2,2,2,3,3,2,-0.102455628363481,17,1,0,2,2,1.35750345953497
"130",3,2,1,1,1,1,5,2,2,4,4,2,3,-1.43704662166148,36,1,0,4,1,1.17498330851767
"131",5,1,1,1,1,3,2,3,3,2,3,3,2,-0.24435765071767,31,1,0,3,1,1.77666547670297
"132",2,2,1,1,2,4,8,3,2,2,3,3,2,-1.03451207822703,-1,1,0,2,3,0.380801407010791
"133",2,2,1,1,2,3,3,2,2,8,2,3,1,NA,-1,1,0,3,1,0.548602202061327
"134",1,2,1,1,5,3,3,4,2,4,4,4,2,-0.911689535058877,-1,1,0,4,7,0.380401929972778
"135",4,2,1,1,2,4,1,2,1,5,5,1,1,0.276964210723188,-1,1,0,2,3,0.644902298499695
"136",2,2,1,1,1,3,5,2,2,2,3,2,2,-0.411283026684305,-1,1,0,3,3,0.781522225484567
"137",1,1,1,1,8,2,4,2,2,3,3,3,2,-0.817577396795129,-1,1,0,3,7,0.540629567043411
"138",6,1,1,1,3,1,3,3,4,3,8,1,2,NA,29,1,0,2,1,1.48366464262716
"139",2,2,1,1,6,4,3,3,2,3,2,2,2,0.148865792053906,18,2,0,4,6,0.317377038811544
"140",3,2,1,1,1,2,2,2,2,4,4,2,3,-0.93124406374522,-1,2,0,3,3,0.683329357999208
"141",3,2,1,1,5,4,1,3,2,2,4,1,1,1.11573747792228,22,1,0,2,1,1.01446789671953
"142",1,2,1,1,8,4,3,4,5,4,1,4,4,-1.86970792107931,-1,3,0,4,3,0.383966435286135
"143",1,2,2,1,8,4,2,3,1,3,3,4,2,-0.376351496820931,-1,1,0,4,2,0.553161905490657
"144",1,1,2,1,8,4,3,3,2,2,3,1,1,0.962652578013146,-1,1,0,2,7,0.582783676385911
"145",2,2,1,1,5,3,3,2,2,2,2,1,2,0.475611496195761,18,1,1,3,6,0.326130923283594
"146",2,2,1,1,2,5,1,5,1,2,1,1,1,2.38583761956599,23,1,0,3,1,0.326130923283594
"147",4,2,1,1,1,5,5,2,1,5,3,1,1,-0.0292055890950877,99,3,0,4,NA,1.33273886640003
"148",4,1,1,1,3,1,1,2,2,2,1,2,1,1.05436236318548,30,1,0,4,1,1.55737236476907
"149",1,2,1,1,2,4,3,1,2,4,5,4,1,-1.41724652767238,20,1,0,4,3,0.287395679829614
"150",4,2,1,1,1,1,1,4,2,3,3,2,2,0.550100210570767,21,1,0,2,1,2.33996582678978
"151",6,2,1,1,7,1,1,4,2,2,4,1,1,1.36388699653001,21,1,0,2,1,1.07562676919754
"152",1,2,1,1,5,5,1,3,1,4,4,2,1,0.552973732980477,-1,1,0,4,2,0.575904034467993
"153",6,2,1,1,3,3,1,2,4,3,2,2,4,-1.05100013507869,24,1,0,3,1,1.07562676919754
"154",5,2,1,1,2,2,1,3,2,3,2,1,2,0.851643509565603,22,1,0,1,1,1.10758543874434
"155",5,2,1,1,5,1,1,2,2,4,4,3,2,-0.705210854762625,21,2,0,2,4,0.553792719372168
"156",3,1,2,1,5,3,5,2,2,4,2,2,2,-0.645804642346711,-1,1,0,1,1,1.46717878913573
"157",1,2,2,1,1,5,2,3,1,4,1,2,1,0.936723296446831,-1,1,1,1,NA,1.8036442178114
"158",2,1,1,1,2,5,3,3,2,4,3,3,2,-0.61014623606404,-1,1,0,3,3,0.383716060260106
"159",6,1,1,1,7,2,1,4,4,2,3,4,8,NA,29,3,0,1,1,1.47625568882854
"160",6,1,1,1,3,2,1,3,1,4,4,3,1,0.187397720746287,-1,2,0,4,7,0.738127844414267
"161",5,1,1,2,4,5,1,2,2,4,4,2,2,-0.339634842528435,-1,1,0,2,2,1.58330866137794
"162",2,1,2,1,8,5,1,5,1,1,1,1,1,2.59515683008138,-1,1,0,1,7,1.46090501829789
"163",6,2,1,1,1,3,2,2,1,4,3,2,2,-0.102668201475661,27,2,0,2,1,1.28192591362882
"164",5,1,1,2,1,3,3,2,3,3,4,3,2,-1.0545440378479,-1,2,0,2,6,0.742932013630756
"165",1,2,1,1,1,3,3,1,2,4,2,3,3,-1.34533683648915,-1,1,0,3,7,0.408320112721598
"166",6,2,1,1,7,3,1,4,2,2,4,2,2,0.575302615717785,99,1,9,2,1,1.07562676919754
"167",1,2,1,1,8,2,8,2,1,3,3,2,1,-0.481945738214763,-1,1,0,3,3,0.643089682392981
"168",5,2,1,1,1,3,2,5,1,4,4,3,1,0.515095905322979,23,1,0,1,5,0.553792719372168
"169",4,2,1,1,1,2,3,1,1,4,4,2,2,-0.703535378090507,-1,1,0,3,6,0.584991456697446
"170",4,2,1,1,1,2,1,3,3,4,4,3,3,-1.10152039305609,-1,2,0,3,1,2.60703581069455
"171",5,1,1,1,1,4,2,3,4,4,2,3,3,-1.12333832328127,20,1,0,4,2,1.86843831378056
"172",1,1,1,1,1,3,2,2,2,3,2,2,4,-0.776699611071126,-1,1,0,4,7,0.825004333609183
"173",2,1,1,1,1,4,4,1,3,3,4,4,2,-1.83687042132857,26,1,0,3,6,0.325149768580847
"174",5,1,1,1,3,3,1,4,3,3,3,2,1,0.75165789082564,24,1,0,4,1,1.50197392239832
"175",2,2,1,1,5,4,2,1,2,3,1,3,1,0.0627167691894251,23,2,0,4,1,0.354511133133372
"176",6,1,1,1,7,4,1,4,4,2,2,1,1,1.28921923062043,-1,3,0,2,7,0.640004280993646
"177",5,2,1,1,1,1,1,4,1,4,2,2,2,0.746348493746907,-1,1,0,2,3,0.647924043864633
"178",5,2,1,1,5,3,1,4,2,2,3,8,2,NA,-1,3,0,3,1,1.29584808772927
"179",1,1,1,1,5,1,2,3,4,8,2,3,3,NA,-1,1,0,4,3,0.985592457984656
"180",4,1,1,1,4,3,1,4,1,4,4,1,1,1.16669926382239,-1,3,0,1,3,0.973778381807984
"181",1,2,2,2,8,5,1,2,5,8,1,2,1,NA,-1,1,1,4,6,0.367043599259582
"182",1,1,1,1,5,5,1,5,1,1,3,1,1,2.22692321934464,19,1,0,4,3,0.279766787313291
"183",6,2,1,1,7,3,1,5,1,2,2,1,1,2.20172081419763,24,3,0,2,1,1.72911345012775
"184",1,2,1,1,5,3,5,1,5,3,4,3,2,-2.08279663837945,20,2,0,3,3,0.287395679829614
"185",2,2,1,1,2,3,3,3,4,2,4,3,1,-0.395517628469919,-1,1,0,3,7,0.408382324947208
"186",5,1,1,1,2,2,2,3,1,1,4,1,1,1.37790652412208,33,3,0,2,1,2.35799453794055
"187",5,1,1,1,3,1,2,2,3,2,3,2,8,NA,33,1,0,4,1,2.66499821505446
"188",2,2,2,1,4,5,3,2,1,3,3,2,2,-0.0619498435990274,31,2,0,1,1,0.813779358254662
"189",2,1,1,1,1,4,1,2,2,2,4,8,2,NA,-1,1,0,2,1,1.15673031817669
"190",5,2,1,1,1,5,2,2,1,1,1,1,1,1.68210742161946,22,3,0,3,5,0.682818805834292
"191",5,1,1,1,5,1,2,2,2,2,3,3,2,-0.271056481002235,27,1,0,3,2,1.57199635862703
"192",5,1,1,1,1,1,3,2,1,2,2,2,2,0.331486172284729,36,3,1,4,5,0.785998179313517
"193",1,2,1,1,5,2,4,3,2,8,5,5,2,NA,19,1,0,4,2,0.574791359659227
"194",2,1,1,1,2,4,4,2,3,4,3,2,2,-0.882771283399485,-1,1,0,4,6,1.13107483315562
"195",1,2,1,1,8,4,2,4,2,3,2,2,2,0.565616163300383,-1,1,0,3,2,1.80366295821268
"196",5,2,1,1,3,4,2,2,2,2,2,3,3,-0.509948044211897,29,1,0,2,1,1.47554133198771
"197",2,2,2,1,4,3,3,4,3,2,2,2,2,0.384883832853858,28,1,0,1,1,1.14931792359167
"198",1,1,1,1,1,2,3,2,2,4,2,2,2,-0.308602937069204,-1,1,0,1,6,1.25369491656868
"199",6,1,1,1,3,1,1,5,8,3,4,2,1,NA,29,2,0,1,1,2.22549696394074
"200",6,2,1,1,7,4,1,4,2,2,2,4,2,0.212384201986144,99,3,9,4,1,1.92369879685348
"201",1,2,1,1,8,4,2,4,2,2,2,1,2,1.14051138604996,-1,1,0,3,7,1.12319939328434
"202",3,2,1,1,2,1,2,2,2,3,3,2,2,-0.114799679283432,34,1,0,2,1,1.36084788065049
"203",3,2,1,1,1,1,2,1,2,2,2,2,1,0.453495186570633,27,1,0,3,1,1.0780924640891
"204",5,2,1,1,1,1,1,5,1,4,3,2,1,1.23338957556429,22,3,0,1,4,0.703412044170609
"205",4,2,1,1,1,2,5,1,4,2,2,4,2,-1.64936914103835,-1,1,0,2,5,0.508350057062658
"206",4,1,1,1,5,4,1,2,2,4,4,2,4,-1.1856515796845,20,1,0,4,1,1.57930881798942
"207",3,2,1,1,1,4,5,2,2,4,5,3,3,-1.98673943926404,17,1,0,4,5,0.468394809318902
"208",1,2,2,1,8,5,3,3,3,8,2,3,2,NA,-1,1,0,3,7,0.891981226453563
"209",1,1,1,1,8,5,4,1,3,4,2,4,3,-2.10096438968525,-1,1,0,4,7,0.526906100677455
"210",1,1,1,1,99,3,3,2,1,3,2,2,2,0.122166961769342,-1,1,0,3,3,0.580151746138101
"211",1,1,1,1,8,3,3,2,2,3,3,3,3,-1.07198491273441,-1,1,0,3,7,0.44646678519363
"212",3,2,1,1,1,3,1,2,3,3,3,2,1,0.255358853610195,18,2,0,3,5,0.981815936742381
"213",4,1,1,2,1,4,2,2,1,2,3,2,1,0.738978588133145,-1,1,0,4,5,0.908759577735851
"214",5,2,1,1,1,5,1,2,1,4,4,2,2,-0.118184154205277,24,1,0,4,1,1.36563761166858
"215",5,2,1,1,5,5,3,3,2,3,2,2,2,0.148865792053906,29,1,0,2,1,1.36563761166858
"216",4,1,1,1,4,3,2,1,3,4,2,3,2,-0.975178303595521,22,1,0,4,1,2.58716782207471
"217",1,1,1,1,8,4,4,2,1,3,2,1,2,0.319142121364778,-1,1,0,3,3,0.720246769097599
"218",6,2,1,1,5,4,3,3,2,3,3,2,2,-0.0352510133144628,21,1,0,2,4,0.640962956814408
"219",2,1,1,1,5,4,8,2,4,4,4,4,3,-3.11690258069244,28,1,0,4,2,0.988762057360088
"220",3,2,1,1,7,5,3,4,1,2,1,1,1,1.80048639568077,19,3,1,1,1,1.9239441434632
"221",1,2,1,1,5,4,3,4,2,4,4,2,2,-0.180537510590497,22,1,0,2,3,0.255213942825772
"222",6,2,1,1,7,2,1,1,2,2,2,2,1,0.622096039209387,25,2,0,4,1,1.72911345012775
"223",6,1,1,1,7,2,3,2,1,3,3,2,1,0.361058524979004,22,3,0,4,1,0.738127844414267
"224",2,2,1,1,5,4,1,4,2,4,3,2,2,0.340781000055379,99,1,9,1,2,0.441710061982984
"225",5,1,1,1,1,1,5,4,3,3,2,4,8,NA,33,1,0,3,1,3.55333095340594
"226",2,1,1,1,1,1,1,3,2,3,2,1,1,1.27465187814363,28,1,0,2,1,0.988762057360088
"227",1,1,1,1,5,4,1,3,3,8,2,2,2,NA,-1,2,0,2,7,0.400848511205746
"228",2,2,1,1,3,4,5,2,2,4,2,1,8,NA,31,1,0,4,1,0.627868556017866
"229",1,1,1,1,5,1,3,2,1,3,2,2,1,0.545175330347373,-1,1,0,3,7,0.395078813547204
"230",4,2,1,1,3,1,1,1,2,3,4,1,1,0.410119230191451,34,2,0,4,1,2.03340022825063
"231",2,1,1,1,4,1,4,1,1,1,1,2,2,0.308171816922009,-1,2,0,3,2,0.512660006924494
"232",1,2,1,1,1,5,1,2,3,3,2,3,2,-0.349108721833657,-1,1,0,4,7,0.398980094635877
"233",2,2,1,1,1,4,3,2,2,2,2,2,1,0.533043852539603,-1,1,0,2,6,0.26279479977814
"234",6,2,1,1,5,5,2,4,1,3,3,1,1,1.39153442706739,20,1,0,2,4,0.778861084972906
"235",2,2,1,1,5,5,2,2,1,2,3,2,1,0.738978588133145,-1,1,0,2,2,0.864974961953945
"236",3,2,1,1,1,1,5,2,3,4,3,2,2,-1.05137213603824,38,1,0,4,5,0.622327173371737
"237",5,2,1,1,2,1,3,2,2,2,2,2,1,0.533043852539603,25,1,0,3,1,1.29584808772927
"238",5,1,1,1,7,3,5,4,5,2,2,1,2,-0.0296432368357751,-1,1,0,2,1,1.77666547670297
"239",2,2,2,1,4,3,3,2,1,2,1,2,1,0.93861134623113,30,1,0,1,1,0.537119544471516
"240",2,2,1,1,2,3,1,2,2,2,2,2,1,0.87024555781711,-1,1,0,4,2,0.947297172876997
"241",1,2,1,1,8,3,2,3,2,3,4,3,3,-0.8393513468563,-1,1,0,3,7,0.322265590949966
"242",5,2,1,1,2,3,2,3,2,2,4,2,1,0.58156061304934,21,1,0,3,1,1.36563761166858
"243",1,1,1,1,4,4,2,3,3,3,3,2,2,-0.0881008489988674,-1,1,0,3,7,0.518044628965932
"244",4,2,1,1,4,5,3,2,2,3,3,2,2,-0.283400531922186,22,1,0,3,1,1.75209803434112
"245",1,1,1,1,8,4,5,1,1,5,1,3,1,-0.640273521434452,-1,1,0,4,7,0.867651766641594
"246",4,2,1,1,1,4,1,1,2,1,1,1,1,1.38110806732733,-1,2,0,1,5,0.65104968260022
"247",1,2,1,2,8,4,2,3,2,2,3,2,4,-0.503347687316385,-1,1,-1,3,7,0.682597778104204
"248",1,2,1,1,1,4,3,3,2,3,3,3,2,-0.400827025548653,-1,1,0,2,7,0.354303457593345
"249",1,1,1,1,5,5,3,3,3,2,1,2,2,0.320851119614505,18,1,0,4,2,0.932696182373327
